season,match_id,player,player_id,team,position,period,minute,start_x,start_y,end_x,end_y,carry_distance_m,carry_duration_s,carry_speed_ms,under_pressure,progressive_carry,defender_proximity_m,n_opponents_in_frame,lines_broken_2d,line_break_2d,pitch_control_gained,downstream_xg_single_poss,downstream_xg_chain
LaLiga_2020_21,3764440,Omenuke Mfulu,18783,Elche,Left Center Midfield,1,43,55.0,53.1,63.7,44.7,11.0582,4.9077,2.2532,0,0,12.7219,10,0,0,0.13223,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Right Center Midfield,1,44,64.3,73.2,68.1,69.4,4.914,1.2298,3.9957,0,0,8.9844,10,0,0,-0.04688,0,0
LaLiga_2020_21,3764440,Francisco António Machado Mota de Castro Trincão,22390,Barcelona,Right Wing,1,45,116.3,57.5,112.6,55.4,3.8902,1.6222,2.3982,1,0,1.7402,7,0,0,0.0,0,0
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Forward,1,45,109.6,73.6,116.3,57.5,15.9457,4.4495,3.5837,1,1,6.869,10,0,0,0.11852,0,0
LaLiga_2020_21,3764440,Pedro González López,30486,Barcelona,Left Center Midfield,1,45,105.7,60.8,106.6,57.3,3.3045,1.0632,3.1081,0,0,8.2678,10,0,0,0.01786,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,45,61.7,18.4,71.9,26.2,11.7414,3.646,3.2204,1,1,9.2485,10,0,0,0.10833,0,0.3347
LaLiga_2020_21,3764440,Pedro González López,30486,Barcelona,Right Center Midfield,2,45,63.3,28.2,63.3,31.4,2.9261,0.9943,2.9429,0,0,5.9925,10,0,0,-0.0625,0,0.3347
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,45,65.4,27.5,70.6,24.1,5.6811,1.683,3.3756,0,0,11.4229,10,0,0,0.05556,0,0.3347
LaLiga_2020_21,3764440,Ousmane Dembélé,5477,Barcelona,Left Wing,2,45,83.0,15.8,81.2,33.8,16.5413,2.323,7.1206,0,0,2.546,10,0,0,-0.01905,0,0.3347
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,45,82.5,49.6,81.9,45.1,4.1512,1.4393,2.8842,1,0,4.9978,10,0,0,0.01587,0,0.3347
LaLiga_2020_21,3764440,Pedro González López,30486,Barcelona,Right Center Midfield,2,46,71.1,58.3,67.4,60.3,3.8459,0.9198,4.1813,0,0,4.5023,9,0,0,-0.05357,0.3347,0.3347
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,46,65.3,36.6,70.7,32.0,6.4864,2.78,2.3333,0,0,7.8206,10,1,1,0.08642,0.3347,0.3347
LaLiga_2020_21,3764440,Ousmane Dembélé,5477,Barcelona,Left Wing,2,46,84.4,31.7,90.4,46.6,14.6877,3.3401,4.3974,0,1,2.9794,9,1,1,-0.03175,0.3347,0.3347
LaLiga_2020_21,3764440,Emiliano Ariel Rigoni,15880,Elche,Left Wing,2,46,37.2,17.7,42.2,17.4,4.5802,1.1456,3.9981,1,0,1.2769,8,0,0,0.0,0,0
LaLiga_2020_21,3764440,Pedro González López,30486,Barcelona,Right Center Midfield,2,46,78.8,65.7,83.2,69.0,5.0292,2.8972,1.7359,0,0,8.0619,5,0,0,-0.02778,0.3347,0.3347
LaLiga_2020_21,3764440,Francisco António Machado Mota de Castro Trincão,22390,Barcelona,Right Wing,2,46,91.1,76.6,84.1,76.2,6.4112,1.4133,4.5364,0,0,3.3495,10,0,0,-0.14,0.3347,0.3347
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,47,77.1,51.7,95.0,50.4,16.4109,2.9194,5.6212,1,1,2.8393,10,1,1,-0.06667,0.3347,0.3347
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,47,106.7,46.6,110.8,42.0,5.6345,1.0058,5.602,1,0,0.4256,9,0,0,0.0,0.3347,0.3347
LaLiga_2020_21,3764440,José Raúl Gutiérrez Parejo,24517,Elche,Right Center Midfield,2,48,67.9,74.7,70.2,72.3,3.0396,1.2502,2.4312,0,0,10.1783,10,0,0,0.0,0.0956,0.0956
LaLiga_2020_21,3764440,José Raúl Gutiérrez Parejo,24517,Elche,Right Center Midfield,2,48,63.4,62.6,70.0,67.6,7.5713,0.9068,8.3497,0,0,1.0997,10,1,1,-0.05556,0.0956,0.0956
LaLiga_2020_21,3764440,Emiliano Ariel Rigoni,15880,Elche,Left Wing,2,48,80.2,3.2,78.8,20.2,15.5974,4.5981,3.3921,1,1,4.0087,9,0,0,-0.06122,0.0956,0.0956
LaLiga_2020_21,3764440,Martin Braithwaite Christensen,4447,Barcelona,Center Forward,2,48,48.3,47.8,52.0,35.0,12.1835,2.0726,5.8783,1,0,2.9748,9,0,0,-0.06731,0,0
LaLiga_2020_21,3764440,Emiliano Ariel Rigoni,15880,Elche,Left Wing,2,48,70.9,46.9,83.0,53.0,12.3907,2.5697,4.8219,1,0,1.2452,9,0,0,-0.19231,0.0956,0.0956
LaLiga_2020_21,3764440,José Raúl Gutiérrez Parejo,24517,Elche,Right Center Midfield,2,49,77.2,65.1,78.8,62.3,2.9489,1.8192,1.621,0,0,17.9458,9,0,0,0.0,0.0956,0.0956
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,49,34.1,28.7,19.5,26.2,13.5445,2.968,4.5635,0,0,4.824,6,0,0,-0.1875,0.0784,0.0784
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,49,48.7,60.4,55.5,62.4,6.4813,1.679,3.8602,1,0,5.2118,10,1,1,0.05,0.0784,0.0784
LaLiga_2020_21,3764440,Pedro González López,30486,Barcelona,Right Center Midfield,2,50,57.4,67.4,55.5,61.5,5.6678,1.3889,4.0808,0,0,7.269,10,0,0,-0.12698,0.0784,0.0784
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,50,64.3,75.0,74.6,71.5,9.9472,2.4952,3.9865,0,0,7.2628,10,1,1,0.08333,0.0784,0.0784
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,50,82.5,65.7,93.7,58.3,12.2748,1.5463,7.9379,0,1,1.3026,10,1,1,0.0,0.0784,0.0784
LaLiga_2020_21,3764440,Pedro González López,30486,Barcelona,Right Center Midfield,2,51,44.6,50.3,50.9,49.9,5.7723,3.6976,1.5611,0,0,7.7202,6,0,0,0.17143,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,51,50.9,30.8,68.8,28.2,16.5395,3.899,4.242,0,1,11.762,9,1,1,0.26667,0,0
LaLiga_2020_21,3764440,Ousmane Dembélé,5477,Barcelona,Left Wing,2,51,77.1,24.8,75.5,16.2,7.9988,2.2809,3.5068,0,0,,,,,,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,51,64.6,7.8,66.5,15.7,7.4297,5.2879,1.405,0,0,7.9951,10,0,0,0.0,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,51,69.2,15.9,75.3,19.0,6.2568,2.8294,2.2114,0,0,7.4432,10,0,0,0.15,0,0
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,51,82.9,48.7,86.5,50.3,3.6023,1.3425,2.6833,1,0,2.9214,10,1,1,0.0,0,0
LaLiga_2020_21,3764440,Omenuke Mfulu,18783,Elche,Left Center Midfield,2,51,33.6,29.8,36.4,31.1,2.8228,1.0463,2.6979,0,0,1.0776,8,0,0,-0.14286,0,0
LaLiga_2020_21,3764440,Emiliano Ariel Rigoni,15880,Elche,Left Wing,2,51,59.3,2.3,56.0,3.5,3.2108,0.9859,3.2568,1,0,3.8682,10,0,0,-0.075,0,0
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,51,75.8,71.7,77.4,68.3,3.436,3.4206,1.0045,0,0,6.0358,8,0,0,0.07143,0,0
LaLiga_2020_21,3764440,Pedro González López,30486,Barcelona,Right Center Midfield,2,52,71.1,70.4,77.9,75.0,7.507,1.1243,6.6772,1,0,4.2377,9,0,0,0.25,0,0
LaLiga_2020_21,3764440,Pedro González López,30486,Barcelona,Right Center Midfield,2,52,77.9,75.0,91.3,65.0,15.2888,3.7234,4.1061,1,1,0.6358,9,2,1,0.0,0,0
LaLiga_2020_21,3764440,Pere Milla Peña,12072,Elche,Right Wing,2,53,89.2,67.2,92.1,72.1,5.2065,2.364,2.2024,1,0,0.5977,10,0,0,-0.01389,0,0
LaLiga_2020_21,3764440,José Raúl Gutiérrez Parejo,24517,Elche,Right Center Midfield,2,53,82.7,72.1,79.7,72.6,2.781,0.8483,3.2784,1,0,2.8849,9,0,0,0.0,0,0
LaLiga_2020_21,3764440,Omenuke Mfulu,18783,Elche,Left Center Midfield,2,53,64.3,41.9,63.0,34.4,6.9603,1.0332,6.7367,0,0,7.4132,10,0,0,-0.02857,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,54,53.2,17.8,58.8,18.3,5.141,1.3184,3.8994,0,0,2.2805,10,1,1,-0.03175,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,54,36.2,9.0,34.1,14.5,5.3833,5.5809,0.9646,0,0,3.6937,7,0,0,0.0,0,0
LaLiga_2020_21,3764440,Francisco António Machado Mota de Castro Trincão,22390,Barcelona,Right Wing,2,54,70.4,69.4,65.8,69.0,4.2221,0.7005,6.027,1,0,3.2257,10,0,0,0.0,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,54,60.4,23.8,66.2,22.5,5.4351,1.9337,2.8107,0,0,13.3817,10,0,0,0.01587,0,0
LaLiga_2020_21,3764440,Ousmane Dembélé,5477,Barcelona,Left Wing,2,54,80.7,18.7,77.9,20.3,2.9489,2.4682,1.1947,0,0,6.4719,10,0,0,-0.03571,0,0
LaLiga_2020_21,3764440,Ousmane Dembélé,5477,Barcelona,Left Wing,2,54,79.2,20.3,72.2,29.2,10.3537,2.4014,4.3115,1,0,0.9791,10,0,0,-0.21818,0,0
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,54,73.2,40.3,69.5,32.5,7.8941,2.5212,3.131,1,0,5.1509,10,0,0,-0.075,0,0
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,55,77.9,26.9,85.5,29.9,7.4713,1.3284,5.6242,0,1,1.964,10,1,1,0.0,0,0
LaLiga_2020_21,3764440,Martin Braithwaite Christensen,4447,Barcelona,Center Forward,2,55,101.1,26.2,106.5,26.2,4.9378,0.8212,6.0131,1,0,2.8945,10,0,0,0.0,0,0
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,55,99.2,8.3,97.1,19.9,10.7795,2.1071,5.1158,0,1,8.0222,10,0,0,0.39583,0,0
LaLiga_2020_21,3764440,Ousmane Dembélé,5477,Barcelona,Left Wing,2,55,106.5,22.5,105.3,19.6,2.8698,0.7417,3.8691,1,0,1.0218,10,0,0,-0.03571,0,0
LaLiga_2020_21,3764440,Martin Braithwaite Christensen,4447,Barcelona,Center Forward,2,55,113.4,32.4,118.3,25.7,7.5901,1.5585,4.8701,0,0,3.7718,10,0,0,0.01429,0,0
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,56,105.3,7.5,100.7,11.7,5.6958,2.1634,2.6328,1,0,9.1296,10,0,0,-0.06173,0,0
LaLiga_2020_21,3764440,Emiliano Ariel Rigoni,15880,Elche,Left Wing,2,56,47.9,7.7,78.1,6.0,27.6586,4.5241,6.1136,0,1,,,,,,0,0
LaLiga_2020_21,3764440,Pedro González López,30486,Barcelona,Right Center Midfield,2,56,42.0,74.1,36.7,76.6,5.3584,3.0572,1.7527,1,0,,,,,,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,56,28.8,51.5,42.2,52.5,12.287,2.1799,5.6366,0,1,10.8094,7,0,0,0.10989,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,57,68.8,62.7,64.1,61.5,4.4355,0.6838,6.4862,0,0,3.2764,10,0,0,-0.12698,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,57,43.2,16.6,54.1,16.6,9.967,3.5752,2.7878,0,0,,,,,,0,0
LaLiga_2020_21,3764440,Omenuke Mfulu,18783,Elche,Left Center Midfield,2,57,29.7,43.9,44.6,29.0,19.268,3.6444,5.2871,0,1,12.7295,3,0,0,-0.02041,0,0
LaLiga_2020_21,3764440,José Raúl Gutiérrez Parejo,24517,Elche,Right Center Midfield,2,57,63.4,19.7,63.6,31.1,10.4258,1.4546,7.1673,0,0,4.9933,10,0,0,-0.07143,0,0
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,58,77.9,75.7,90.0,69.5,12.4321,4.4166,2.8148,0,1,8.494,7,0,0,0.05983,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,58,78.6,50.4,75.8,38.2,11.4457,1.338,8.5545,0,0,,,,,,0,0
LaLiga_2020_21,3764440,Ousmane Dembélé,5477,Barcelona,Left Wing,2,58,77.8,6.2,72.0,7.1,5.367,4.3018,1.2476,0,0,8.874,10,0,0,0.0,0,0
LaLiga_2020_21,3764440,Francisco António Machado Mota de Castro Trincão,22390,Barcelona,Right Wing,2,58,77.4,64.5,79.2,68.3,3.8448,1.3378,2.874,0,0,3.6502,10,0,0,0.0,0,0
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,58,80.4,46.9,84.4,36.9,9.8484,1.6947,5.8111,0,0,,,,,,0,0
LaLiga_2020_21,3764440,Lucas Ariel Boyé,7064,Elche,Center Forward,2,59,51.5,68.1,57.9,74.2,8.0846,3.7532,2.1541,1,0,2.5126,9,0,0,0.0,0,0
LaLiga_2020_21,3764440,Pedro González López,30486,Barcelona,Right Center Midfield,2,60,40.4,59.6,37.6,58.3,2.8228,1.2115,2.33,0,0,9.3461,8,0,0,0.0,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,60,45.0,20.4,60.8,15.9,15.0221,3.946,3.8069,0,1,14.5399,8,1,1,0.19048,0,0
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,60,69.2,29.6,77.1,27.5,7.4746,6.3693,1.1735,1,0,7.3773,9,1,1,0.2,0,0
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,60,84.1,23.6,90.4,22.4,5.8643,0.8123,7.2189,1,0,3.4349,10,1,1,-0.14286,0,0
LaLiga_2020_21,3764440,Ousmane Dembélé,5477,Barcelona,Left Wing,2,61,70.7,5.7,92.0,10.4,19.9452,3.4894,5.716,0,1,5.2438,10,0,0,0.0,0,0
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,61,81.3,40.8,85.3,41.1,3.6679,0.9928,3.6944,0,0,5.1903,10,0,0,0.0,0.0475,0.0475
LaLiga_2020_21,3764440,Martin Braithwaite Christensen,4447,Barcelona,Center Forward,2,61,97.8,30.4,106.2,28.2,7.94,0.9927,7.9981,0,1,3.681,9,1,1,0.0,0.0475,0.0475
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,62,49.5,20.4,57.1,19.9,6.9645,8.9866,0.775,0,0,14.0879,10,0,0,0.01429,0.0475,0.0475
LaLiga_2020_21,3764440,Francisco António Machado Mota de Castro Trincão,22390,Barcelona,Right Wing,2,62,83.2,67.4,80.7,64.5,3.5011,1.975,1.7727,0,0,4.5503,10,0,0,0.0,0.0475,0.0475
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,62,77.8,36.2,87.9,34.8,9.3237,2.1494,4.3378,0,1,9.9539,10,0,0,0.11905,0.0475,0.0475
LaLiga_2020_21,3764440,Francisco António Machado Mota de Castro Trincão,22390,Barcelona,Right Wing,2,62,93.2,36.6,100.4,45.3,10.3262,1.8317,5.6374,0,1,4.6432,10,1,1,-0.00909,0.0475,0.0475
LaLiga_2020_21,3764440,Pedro González López,30486,Barcelona,Right Center Midfield,2,63,69.5,39.2,72.2,35.9,3.8988,1.6967,2.2979,0,0,5.4438,9,0,0,0.04688,0.0475,0.0475
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,63,73.7,20.4,76.7,12.0,8.1561,5.2261,1.5606,0,0,12.1684,10,0,0,-0.09091,0.0475,0.0475
LaLiga_2020_21,3764440,Ousmane Dembélé,5477,Barcelona,Left Wing,2,63,92.5,24.8,99.9,32.4,9.6995,6.1047,1.5889,0,1,2.8892,8,0,0,0.02,0.0475,0.0475
LaLiga_2020_21,3764440,Omenuke Mfulu,18783,Elche,Left Center Midfield,2,64,69.7,12.3,71.3,15.6,3.3535,1.3439,2.4953,1,0,4.7679,10,0,0,0.01786,0,0
LaLiga_2020_21,3764440,Martin Braithwaite Christensen,4447,Barcelona,Center Forward,2,64,48.8,64.5,47.9,58.1,5.9097,0.7175,8.2368,0,0,0.8389,7,0,0,-0.11429,0,0
LaLiga_2020_21,3764440,José Raúl Gutiérrez Parejo,24517,Elche,Right Center Midfield,2,64,63.4,25.1,61.5,17.7,6.986,1.7252,4.0494,0,0,3.3434,10,0,0,-0.01429,0,0
LaLiga_2020_21,3764440,José Antonio Morente Oliva,24251,Elche,Left Wing,2,64,69.2,74.7,65.1,70.2,5.5666,2.4323,2.2886,0,0,5.1749,10,0,0,-0.02778,0,0
LaLiga_2020_21,3764440,José Raúl Gutiérrez Parejo,24517,Elche,Right Center Midfield,2,64,58.5,63.9,62.5,63.5,3.6758,1.5575,2.3601,0,0,8.9102,10,0,0,0.07143,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,65,27.1,47.1,31.3,33.8,12.7535,2.301,5.5425,0,0,6.7729,6,0,0,0.00855,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,66,42.5,21.5,55.8,27.5,13.3418,4.896,2.725,0,1,14.4099,8,0,0,0.05128,0,0
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,66,63.4,43.8,57.4,42.4,5.6338,0.9081,6.2036,0,0,4.2141,10,0,0,-0.15714,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,66,60.4,25.9,67.4,24.1,6.609,3.7822,1.7474,0,0,7.9654,10,0,0,0.11429,0,0
LaLiga_2020_21,3764440,Pedro González López,30486,Barcelona,Right Center Midfield,2,66,75.0,18.7,68.6,21.5,6.3877,1.9051,3.353,0,0,4.7666,10,0,0,-0.0875,0,0
LaLiga_2020_21,3764440,Omenuke Mfulu,18783,Elche,Left Center Midfield,2,67,34.8,16.3,34.8,20.7,4.0234,1.4973,2.687,1,0,4.7273,10,0,0,0.0,0,0
LaLiga_2020_21,3764440,Pedro González López,30486,Barcelona,Right Center Midfield,2,67,49.2,5.9,55.3,5.4,5.5965,1.0646,5.2568,0,0,0.5765,9,1,1,0.0,0.5792,0.5792
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,67,58.3,10.8,85.5,21.1,26.5952,3.9798,6.6825,1,1,4.6181,9,0,0,-0.0875,0.5792,0.5792
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,67,85.5,21.1,107.8,27.8,21.2916,2.7625,7.7073,1,1,1.3302,9,0,0,0.0,0.5792,0.5792
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,67,105.8,37.5,109.5,36.6,3.4819,1.1306,3.0796,1,0,4.8552,7,1,1,0.08929,0.5792,0.5792
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,69,86.5,50.8,95.8,51.1,8.5083,1.2558,6.7754,1,1,1.5441,10,1,1,0.0,0,0
LaLiga_2020_21,3764440,Lucas Ariel Boyé,7064,Elche,Center Forward,2,69,71.8,49.7,72.7,53.5,3.5708,0.7337,4.8671,1,0,2.8383,9,1,1,0.0,0,0
LaLiga_2020_21,3764440,José Raúl Gutiérrez Parejo,24517,Elche,Right Center Midfield,2,69,61.5,42.6,60.0,31.1,10.6047,2.0047,5.29,0,0,4.3552,10,0,0,-0.10714,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,70,22.5,24.5,35.5,15.4,14.5102,3.4254,4.2361,0,0,16.1523,6,0,0,0.27972,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,70,33.2,12.9,26.7,16.9,6.9789,1.5472,4.5106,0,0,10.3118,10,0,0,0.0625,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,70,43.2,15.7,63.2,20.3,18.7655,3.1887,5.885,0,1,13.7675,10,0,0,0.03472,0,0
LaLiga_2020_21,3764440,Pedro González López,30486,Barcelona,Right Center Midfield,2,70,69.2,28.7,79.9,29.9,9.8454,2.028,4.8548,1,0,3.929,10,0,0,0.02381,0,0
LaLiga_2020_21,3764440,Pere Milla Peña,12072,Elche,Right Wing,2,70,54.6,64.2,62.5,75.4,12.5326,3.914,3.202,1,0,6.6517,7,0,0,0.0,0,0
LaLiga_2020_21,3764440,Fidel Chaves de la Torre,23825,Elche,Left Wing,2,70,37.2,13.9,48.5,16.3,10.5632,2.5416,4.1562,1,1,8.8638,10,0,0,0.17708,0,0
LaLiga_2020_21,3764440,Pere Milla Peña,12072,Elche,Right Wing,2,71,50.1,66.0,59.3,64.7,8.4961,1.6453,5.1637,0,0,10.0621,9,0,0,0.23377,0,0
LaLiga_2020_21,3764440,Sergio Busquets i Burgos,5203,Barcelona,Right Wing,2,71,49.9,36.6,43.2,38.3,6.3206,2.8823,2.1929,1,0,3.1628,9,0,0,-0.14286,0,0.4224
LaLiga_2020_21,3764440,Ousmane Dembélé,5477,Barcelona,Left Wing,2,71,75.5,77.4,71.6,76.9,3.5953,0.7224,4.9771,0,0,3.3508,10,0,0,-0.05,0.4224,0.4224
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,72,89.2,61.1,95.5,53.8,8.8172,3.9289,2.2442,1,1,10.0077,8,0,0,0.0,0.4224,0.4224
LaLiga_2020_21,3764440,Omenuke Mfulu,18783,Elche,Left Center Midfield,2,74,56.9,46.9,59.3,42.3,4.7443,1.0041,4.725,0,0,8.622,10,0,0,-0.09722,0,0
LaLiga_2020_21,3764440,Fidel Chaves de la Torre,23825,Elche,Left Wing,2,74,77.9,9.7,78.1,4.4,4.8498,1.878,2.5823,1,0,1.4883,9,0,0,-0.10714,0,0
LaLiga_2020_21,3764440,Fidel Chaves de la Torre,23825,Elche,Left Wing,2,74,79.3,3.5,83.5,3.2,3.8503,0.7061,5.4528,1,0,2.9097,9,0,0,0.0,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,76,22.2,12.4,33.7,12.0,10.522,2.8388,3.7065,0,0,13.9398,7,0,0,-0.03571,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,76,43.4,8.0,59.9,6.2,15.1771,3.3916,4.4749,0,1,14.0802,9,0,0,-0.06667,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,76,67.9,17.8,73.2,18.3,4.8678,4.5366,1.073,0,0,,,,,,0,0
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,76,78.8,42.5,74.1,30.3,11.9549,2.5088,4.7651,0,0,2.8621,10,0,0,-0.07692,0,0
LaLiga_2020_21,3764440,José Raúl Gutiérrez Parejo,24517,Elche,Right Center Midfield,2,77,27.3,63.2,21.3,75.4,12.4318,5.4815,2.268,1,0,1.1856,6,0,0,-0.19444,0,0
LaLiga_2020_21,3764440,Guido Marcelo Carrillo,3246,Elche,Center Forward,2,77,51.5,60.2,50.6,69.7,8.7257,1.5901,5.4875,1,0,0.428,10,0,0,0.0,0,0
LaLiga_2020_21,3764440,Fidel Chaves de la Torre,23825,Elche,Left Wing,2,78,83.9,9.7,84.3,16.3,6.0461,3.2272,1.8735,0,0,6.7855,10,0,0,0.28571,0,0
LaLiga_2020_21,3764440,Fidel Chaves de la Torre,23825,Elche,Left Wing,2,78,99.2,19.0,94.6,17.2,4.5168,1.7726,2.5481,1,0,2.2592,9,0,0,0.0,0,0
LaLiga_2020_21,3764440,Fidel Chaves de la Torre,23825,Elche,Left Wing,2,78,86.0,12.3,85.8,16.3,3.6622,0.9451,3.8749,1,0,1.8675,9,0,0,-0.05357,0,0
LaLiga_2020_21,3764440,Sergio Busquets i Burgos,5203,Barcelona,Right Wing,2,78,28.3,44.8,26.7,42.0,2.9489,1.5288,1.9289,0,0,9.9799,6,0,0,-0.08929,0,0
LaLiga_2020_21,3764440,Lionel Andrés Messi Cuccittini,5503,Barcelona,Center Attacking Midfield,2,79,50.4,31.5,47.9,26.6,5.03,1.1903,4.2258,0,0,2.6453,9,0,0,-0.09722,0,0
LaLiga_2020_21,3764440,José Raúl Gutiérrez Parejo,24517,Elche,Right Center Midfield,2,79,34.8,59.7,41.5,60.9,6.224,0.6543,9.5118,1,0,3.1073,10,0,0,0.01429,0,0
LaLiga_2020_21,3764440,Guido Marcelo Carrillo,3246,Elche,Center Forward,2,79,62.7,31.1,68.1,15.3,15.268,3.5721,4.2743,0,0,4.0794,8,1,1,-0.37302,0,0
LaLiga_2020_21,3764440,Antoine Griezmann,5487,Barcelona,Center Forward,2,79,49.2,57.4,52.0,45.9,10.8228,1.7146,6.3122,0,0,5.7099,10,0,0,0.03125,0,0
LaLiga_2020_21,3764440,Sergio Busquets i Burgos,5203,Barcelona,Right Wing,2,80,62.5,28.7,59.2,28.2,3.052,1.1864,2.5724,0,0,4.4938,10,0,0,-0.125,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,80,44.1,9.9,47.1,9.2,2.8169,3.4881,0.8076,0,0,15.512,10,0,0,0.0,0,0
LaLiga_2020_21,3764440,Guido Marcelo Carrillo,3246,Elche,Center Forward,2,81,63.0,51.4,60.2,57.2,5.8892,2.5466,2.3126,1,0,0.7403,10,0,0,0.0,0,0
LaLiga_2020_21,3764440,Frenkie de Jong,8118,Barcelona,Left Center Midfield,2,81,56.7,29.9,69.2,35.7,12.6005,2.5405,4.9599,0,1,6.2575,10,0,0,-0.11111,0.5734,0.5734
